User,Position,Name,Artist,Length,Year,Popularity,Top popularity,Album name,Album year,Artist location,Artist lat,Artist lon,Artist discovery,Artist familiarity,Artist hotttnesss,Song discovery,Song hotttnesss,Acousticness,Danceability,Energy,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time signature,Valence
johnwards,12,Let 'Em Come,Scroobius Pip,283.72,2011,0.42000,0.42,Distraction Pieces,2011,"Stanford le Hope, England, GB",51.5216,0.43686,0.48376891717,0.40934,0.511872,0.015778155883,0.240464,0.037926,0.575969,0.866036,9,0.077046,-4.414,1,0.133316,99.955,4,0.491628
johnwards,13,Last Resort,Papa Roach,199.906,2000,0.40000,0.73,Infest,2000,"Vacaville, CA, US",38.3513,-121.993,0.410490782481,0.722946,0.720691,0.0053401817891,0.526107,0.000307,0.540878,0.415802,4,0.225542,-20.763,0,0.036444,90.554,4,0.64779
johnwards,14,The Bomb,L7,159.866,1994,0.29000,0.29,Hungry For Stink,1994,"Los Angeles, CA, US",34.0535,-118.245,0.412763355008,0.599489,0.577036,0.000870132734081,0.231266,0.001854,0.480068,0.900468,4,0.558867,-6.961,1,0.091894,89.792,4,0.566369
johnwards,15,Going Up The Country,"Kitty, Daisy & Lewis",198.986,2008,0.52000,0.52,Kitty Daisy & Lewis,2008,"London, England, GB",51.5063,-0.12714,0.482906242075,0.464076,0.551144,0.0115164747475,0.349521,0.628934,0.806746,0.625058,6,0.170685,-6.039,1,0.088732,88.627,4,0.890693
johnwards,16,Fat Lip - Album / Explicit Version,Sum 41,178.266,2001,0.66000,0.66,"All Killer, No Filler",2001,"Ajax, Ontario, CA",43.8507,-79.0211,0.387540460058,0.708748,0.660506,0.00575706245606,0.579251,0.000743,0.573251,0.90873,9,0.092296,-5.139,1,0.073668,98.102,4,0.647557
johnwards,17,Boom,P.O.D.,187.066,2001,0.69000,0.69,Boom,2001,"San Diego, CA, US",32.7157,-117.162,0.400992335459,0.680613,0.646458,0.00671429337974,0.431576,0.001349,0.562492,0.923169,2,0.081978,-5.568,1,0.073459,90.904,4,0.573166
johnwards,18,Negative Creep,Nirvana,175.76,1989,0.39000,0.52,Bleach: Deluxe Edition,1989,"Aberdeen, WA, US",46.9759,-123.816,0.339934389477,0.858537,0.87041,0.00162836209605,0.414396,8e-06,0.262329,0.964256,2,0.077817,-6.134,1,0.101196,164.981,4,0.414483
johnwards,19,Voodoo People [Pendulum Remix] [Live At Brixton Academy],Pendulum,288.64,2009,0.48000,0.48,Live At Brixton Academy,2009,"Perth, Western Australia, AU",-31.953,115.857,0.390823869123,0.69814,0.651975,0.0040978756205,0.274748,4.7e-05,0.396139,0.991763,1,0.941636,-4.511,1,0.184656,173.947,4,0.2339
johnwards,20,Organ Donor,DJ Shadow,117.026,1996,0.37000,0.54,Endtroducing,2005,"Davis, California, U.S. ",38.545,-121.7394444,0.369301533823,0.722397,0.647618,0.00386377879654,0.433417,0.900602,0.53472,0.581244,1,0.188118,-7.155,0,0.033327,106.155,4,0.890302
johnwards,21,Why Hip-Hop Sucks In '96,DJ Shadow,43.64,1996,0.33000,0.43,Endtroducing,2005,"Davis, California, U.S. ",38.545,-121.7394444,0.369301533823,0.722397,0.647618,0.00245319655658,0.373212,0.235863,0.398549,0.610197,0,0.275741,-10.272,0,0.374727,79.435,4,0.737967
johnwards,22,Straight Outta Compton,N.W.A.,259.226,1996,0.64000,0.64,Straight Outta Compton,2002,"Compton, CA, US",33.8953,-118.224,0.361218760162,0.688567,0.591334,0.00742131849966,0.357239,0.159083,0.782825,0.964237,8,0.487509,-4.837,1,0.206161,102.104,4,0.37739
johnwards,23,Forgot About Dre,Dr. Dre,222.333,1999,0.72000,0.72,2001,1999,"Los Angeles, CA, US",34.0535,-118.245,0.355331473936,0.80757,0.768609,0.00373491590308,0.548992,0.067481,0.942531,0.58726,8,0.305447,-7.307,1,0.088764,133.948,4,0.654123
johnwards,24,99 Problems,JAY Z,234.15,2003,0.65000,0.71,The Hits Collection Volume One,2010,"Brooklyn, New York, NY, US",40.6551,-73.9489,0.389078479702,0.811067,0.850245,0.0274342280576,0.433057,0.002495,0.682584,0.642272,6,0.113975,-12.358,0,0.395262,93.243,4,0.526332
johnwards,25,Mama Said Knock You Out,LL Cool J,292.973,1990,0.62000,0.62,Mama Said Knock You Out,1990,"Bay Shore, NY, US",40.7202,-73.2492,0.37227590195,0.727543,0.660078,0.0221197139105,0.499099,0.042889,0.772891,0.926847,8,0.183516,-2.985,0,0.098559,105.706,4,0.562684
johnwards,26,Chinese Bombs,Blur,84.826,1997,0.00000,0.39,Blur,1997,London,51.5072648,-0.1278328,0.404940910855,0.760316,0.77357,0.00212959481254,0.299561,0.092356,0.265493,0.90834,1,0.065227,-6.512,1,0.064952,77.414,4,0.628283
johnwards,27,Be Somebody,Kings Of Leon,227.146,2008,0.55000,0.65,Only By The Night,2008,"Nashville, TN, US",36.1678,-86.7784,0.424466860066,0.78344,0.859201,0.00874983201614,0.426648,0.028417,0.465516,0.832786,2,0.326322,-6.503,1,0.064989,133.975,4,0.3376
johnwards,28,Punka,Kenickie,185.333,1997,0.32000,0.32,At The Club,1997,"Sunderland, England, GB",54.9001,-1.40848,0.438472591901,0.457051,0.495533,0.00209781115389,0.240663,0.000268,0.351059,0.925072,7,0.307128,-5.433,1,0.071322,97.848,4,0.347148
johnwards,29,Little Baby Swastikkka,Skunk Anansie,246.933,1995,0.10000,0.33,Paranoid & Sunburnt,1995,"London, England, GB",51.5063,-0.12714,0.451706882321,0.60643,0.638704,0.00115794863797,0.198046,0.003564,0.493628,0.86362,0,0.540202,-7.035,1,0.174192,122.837,4,0.539986
johnwards,30,Acquiesce,Oasis,264.96,1994,0.52000,0.52,The Masterplan,1998,"Manchester, England, GB",53.4796,-2.24881,0.383647176086,0.808622,0.832397,0.0,0.432875,0.052106,0.284503,0.388815,7,0.391709,-23.258,1,0.048151,124.662,4,0.518445
johnwards,31,Town Called Malice,The Jam,172.866,1982,0.00000,0.58,The Jam Story,2006,"Woking, Surrey, England",51.3199889,-0.5587169,0.335818788966,0.748311,0.623668,0.0227077025725,0.484046,0.000375,0.543972,0.908555,6,0.06887,-8.547,0,0.068602,101.191,4,0.71846
johnwards,32,Rusty Cage,Soundgarden,265.866,1991,0.00000,0.55,A Sides,1997,"Seattle, WA, US",47.6036,-122.329,0.364638998806,0.763528,0.702001,0.00281379170359,0.463952,1.9e-05,0.267361,0.922618,9,0.064452,-5.675,1,0.113786,102.15,4,0.289445
johnwards,33,Begging You,The Stone Roses,293.733,1994,0.38000,0.44,Second Coming,1994,"Manchester, England, GB",53.4796,-2.24881,0.355939492801,0.729788,0.634191,0.00482505604382,0.342999,0.000138,0.29104,0.973949,6,0.503754,-6.63,1,0.081007,120.145,4,0.690534
johnwards,34,Bridge Burning,Foo Fighters,286.466,2011,0.64000,0.64,Wasting Light,2011,"Seattle, WA, US",47.6036,-122.329,0.407057156207,0.795409,0.850812,0.0184497760896,0.452524,3e-05,0.416299,0.917092,6,0.219496,-4.342,0,0.043547,170.221,4,0.290391
johnwards,35,Vaseline,Elastica,82.093,1995,0.30000,0.3,Elastica,1995,"London, England, GB",51.5063,-0.12714,0.421158346623,0.536037,0.533346,0.00193949991302,0.270307,0.008764,0.512636,0.744864,4,0.222857,-5.529,1,0.06507,132.383,5,0.270038
johnwards,36,Ebeneezer Goode,The Shamen,234.786,1992,0.47000,0.47,Ebeneezer Goode - EP,1992,"Aberdeen, Scotland, GB",57.1538,-2.10679,0.398810366588,0.557432,0.521682,0.00209565261128,0.244905,4.3e-05,0.651782,0.854915,1,0.340539,-12.048,0,0.053156,125.901,4,0.352563
johnwards,37,Desire,U2,179.36,1988,0.45000,0.55,Rattle And Hum,1988,"Dublin, Dublin, IE",53.3438,-6.24953,0.382477053668,0.844432,0.930133,0.00475932130696,0.450764,0.000631,0.474934,0.620095,8,0.156213,-15.204,1,0.04582,108.586,4,0.572678
johnwards,38,My Rock 'n' Roll,Dinosaur Pile-Up,245.386,2010,0.34000,0.34,Growing Pains,2010,"Leeds, England",53.7974185,-1.5437941,0.480368182675,0.469478,0.552427,0.00737474542565,0.241786,0.009503,0.623463,0.857688,9,0.087116,-6.308,0,0.05408,116.06,4,0.471167
johnwards,39,Wild Wood,Paul Weller,202.093,1994,0.42000,0.53,Folk Routes,2009,"Woking, England, GB",51.3148,-0.56623,0.402403733665,0.663052,0.627759,0.00999339564199,0.4188,0.188284,0.610105,0.586043,4,0.932503,-9.962,0,0.029482,138.242,4,0.443236
johnwards,40,Sail,AWOLNATION,259.102,2011,0.90000,0.9,Megalithic Symphony,2013,"Los Angeles, CA, US",34.0535,-118.245,0.690895553774,0.559497,0.90663,0.0408085002134,0.786886,0.451321,0.822758,0.457582,1,0.100133,-9.672,1,0.061858,119.066,4,0.275324
johnwards,41,Busy Bein' Born,Middle Class Rut,287.413,2009,0.51000,0.51,No Name No Color,2010,"Sacramento, CA, US",38.5791,-121.491,0.489686051148,0.473297,0.566184,0.0107659904324,0.365635,0.007877,0.468097,0.957266,11,0.211285,-4.866,1,0.084636,94.016,4,0.220451
johnwards,42,Eye For An Eye,UNKLE,345.733,2003,0.00000,0.41,"Never, Never, Land",2003,"London, England, GB",51.5063,-0.12714,0.40871939577,0.651421,0.624309,0.00535503429015,0.304833,0.003105,0.512412,0.747506,1,0.318946,-5.94,1,0.034108,130.01,4,0.160376
johnwards,43,"Renegade Master - 7"" Edit",Wildchild,239.946,2010,0.44000,0.44,Floorfillers 90s Club Classics / Compilation,2010,"Southampton, England, GB",50.9099,-1.40732,0.390644447734,0.535453,0.494272,0.00176373874114,0.223605,0.00106,0.797845,0.747923,0,0.072536,-9.133,1,0.058082,124.871,4,0.903678
johnwards,44,Sabotage,Cancer Bats,180.706,2010,0.41000,0.41,Sabotage,2010,"Toronto, Ontario, CA",43.6486,-79.3853,0.475828416198,0.526707,0.59427,0.0162784620742,0.352346,6.7e-05,0.383452,0.939458,1,0.106019,-4.321,1,0.19712,172.076,4,0.40181
johnwards,45,"MY KZ, UR BF",Everything Everything,217.653,2010,0.54000,0.54,Man Alive,2010,"Manchester, England, GB",53.4796,-2.24881,0.455708065393,0.608588,0.646662,0.0183997478981,0.376733,0.007181,0.517073,0.688156,5,0.098034,-8.29,0,0.054097,103.567,4,0.468272
melissawilson32,0,Intro,Bonobo,46.626,2000,0.44000,0.5,Animal Magic,2000,Leeds West Yorkshire England UK,54.0,-2.0,0.47432879231,0.676249,0.758374,0.0107232396485,0.45233,0.700914,0.200049,0.267049,4,0.403734,-12.551,0,0.034646,102.296,4,0.221796
melissawilson32,1,Sleepy Seven,Bonobo,322.173,2000,0.47000,0.47,Animal Magic,2000,Leeds West Yorkshire England UK,54.0,-2.0,0.47432879231,0.676249,0.758374,0.0213602493032,0.400709,0.006365,0.65157,0.717346,3,0.23033,-7.963,0,0.028423,89.013,4,0.330385
melissawilson32,2,Dinosaurs,Bonobo,241.2,2000,0.45000,0.45,Animal Magic,2000,Leeds West Yorkshire England UK,54.0,-2.0,0.47432879231,0.676249,0.758374,0.00567435051706,0.366281,0.039133,0.675339,0.718268,2,0.105869,-8.379,1,0.038896,81.984,4,0.650379
melissawilson32,3,Kota,Bonobo,324.693,2000,0.47000,0.47,Animal Magic,2000,Leeds West Yorkshire England UK,54.0,-2.0,0.47432879231,0.676249,0.758374,0.0835551018092,0.412357,0.062998,0.753251,0.60754,1,0.117341,-11.065,1,0.035073,112.003,4,0.521491
melissawilson32,4,Terrapin,Bonobo,279.933,2000,0.50000,0.5,Animal Magic,2000,Leeds West Yorkshire England UK,54.0,-2.0,0.47432879231,0.676249,0.758374,0.0,0.418061,0.736453,0.564061,0.213508,7,0.133737,-22.455,0,0.03059,76.043,4,0.099852
melissawilson32,5,The Plug,Bonobo,318.6,2000,0.47000,0.47,Animal Magic,2000,Leeds West Yorkshire England UK,54.0,-2.0,0.47432879231,0.676249,0.758374,0.00593281806099,0.398311,0.756891,0.642477,0.4062,3,0.137357,-11.873,0,0.034507,87.033,4,0.075721
melissawilson32,6,Shadow Tricks,Bonobo,248.933,2000,0.45000,0.45,Animal Magic,2000,Leeds West Yorkshire England UK,54.0,-2.0,0.47432879231,0.676249,0.758374,0.00478520271307,0.355349,0.683595,0.6195,0.424383,8,0.120345,-10.363,0,0.030679,143.929,3,0.414481
melissawilson32,7,Gypsy,Bonobo,218.666,2000,0.44000,0.44,Animal Magic,2000,Leeds West Yorkshire England UK,54.0,-2.0,0.47432879231,0.676249,0.758374,0.00520499026987,0.364173,0.431338,0.606933,0.443414,4,0.079408,-12.195,1,0.037475,174.074,4,0.264735
melissawilson32,8,Sugar Rhyme,Bonobo,287.066,2000,0.45000,0.45,Animal Magic,2000,Leeds West Yorkshire England UK,54.0,-2.0,0.47432879231,0.676249,0.758374,0.0058199692201,0.412319,0.221075,0.675935,0.420346,10,0.111553,-11.63,1,0.028159,90.995,4,0.463104
melissawilson32,9,Silver,Bonobo,393.533,2000,0.49000,0.49,Animal Magic,2000,Leeds West Yorkshire England UK,54.0,-2.0,0.47432879231,0.676249,0.758374,0.0,0.440682,0.261455,0.640708,0.332183,7,0.088301,-24.341,1,0.038382,111.012,4,0.372663
melissawilson32,10,What Is Love,Haddaway,270.373,1990,0.72000,0.72,What is Love - Remix,1993,"Cologne, Germany",50.9333333,6.95,0.435651097755,0.547259,0.5611,0.00569732388578,0.59022,0.027234,0.690877,0.841392,7,0.314357,-6.056,0,0.032855,123.863,4,0.680034
melissawilson32,11,Scar Tissue,Red Hot Chili Peppers,215.906,1999,0.73000,0.75,Greatest Hits,2003,"Hollywood, Los Angeles, CA, US",34.1016,-118.337,0.369109988969,0.835501,0.870669,0.00936679669982,0.609608,0.385639,0.353092,0.718415,2,0.96302,-10.741,0,0.036444,92.666,4,0.394403
melissawilson32,12,Californication,Red Hot Chili Peppers,329.733,1999,0.75000,0.79,Greatest Hits,2003,"Hollywood, Los Angeles, CA, US",34.1016,-118.337,0.369109988969,0.835501,0.870669,0.00409824919192,0.62692,0.001951,0.588731,0.719338,9,0.118613,-4.516,0,0.026358,96.511,4,0.325357
melissawilson32,13,Sunday Morning,Maroon 5,244.866,2002,0.65000,0.71,Songs About Jane,2002,"Los Angeles, CA, US",34.0535,-118.245,0.458043366217,0.762333,0.879274,0.00579708873551,0.558903,0.090784,0.570302,0.48643,0,0.191018,-16.666,1,0.065327,88.208,4,0.841268
melissawilson32,14,Tomorrow Never Comes,Dot Allison,269.106,1990,0.25000,0.25,Afterglow,1990,"Edinburgh, Scotland, GB",55.9542,-3.20277,0.441479745701,0.434077,0.483269,0.0,0.194616,0.934316,0.149748,0.2106,0,0.07809,-13.521,1,0.036274,178.748,4,0.180637
melissawilson32,15,Vienna - 2008 Digital Remaster;2008 - Remaster;,Ultravox,298.16,1990,0.59000,0.59,Vienna,1990,"London, England",51.5072648,-0.1278328,0.411523892069,0.636851,0.612634,0.00394673582857,0.418898,0.096944,0.581409,0.518852,5,0.101136,-12.979,1,0.053697,79.768,4,0.365425
melissawilson32,16,New Sensation,INXS,219.733,1988,0.39000,0.53,The Very Best,2011,"Sydney, New South Wales, AU",-33.8696,151.207,0.519588162292,0.645127,0.784819,0.0,0.329342,0.585759,0.371134,0.500417,9,0.133274,-6.597,1,0.02851,114.079,4,0.134607
melissawilson32,17,If You Leave Me Now,Chicago,236.12,2002,0.50000,0.69,"The Best of Chicago, 40th Anniversary Edition",2007,"Chicago, IL, US",41.8842,-87.6324,0.429859077679,0.675273,0.686009,0.0114190231588,0.492438,0.086458,0.4539,0.461612,4,0.116663,-9.778,1,0.026586,103.844,4,0.402705
melissawilson32,18,Nightswimming,R.E.M.,255.626,1991,0.62000,0.62,Automatic For The People,1992,"Athens, GA, US",33.9581,-83.3733,0.373556820323,0.797393,0.785075,0.00237667557135,0.473451,0.801821,0.558364,0.365855,7,0.102309,-11.85,1,0.030643,114.199,4,0.564182
melissawilson32,19,Moonlight Sonata,Beethoven,447.186,2001,0.62000,0.66,Moonlight Sonata - Single,2011,"Vienna, Vienna, AT",48.2025,16.3688,0.366078538459,0.714246,0.63105,0.0160399088511,0.38063,0.978487,0.453832,0.348439,1,0.082126,-17.784,0,0.04553,87.928,3,0.21531
melissawilson32,20,Stacy's Mom,Fountains Of Wayne,197.986,2003,0.70000,0.7,Welcome Interstate Managers,2003,"New York, NY, US",40.7146,-74.0071,0.411075200806,0.616514,0.591078,0.00884303359612,0.571016,0.002636,0.773894,0.68862,11,0.085656,-6.936,0,0.043922,118.029,4,0.895015
melissawilson32,21,Ms. Jackson,OutKast,270.506,1999,0.80000,0.8,Stankonia,1999,"Atlanta, GA, US",33.7483,-84.3911,0.41199725267,0.772467,0.810858,0.0,0.632543,0.185476,0.757047,0.799591,4,0.259411,-5.476,0,0.305119,94.99,4,0.687761
melissawilson32,22,Wake Me up Before You Go Go,Wham!,230.306,1984,0.63000,0.68,The Definitive 80's (eighties),2007,"Bushey, Hertfordshire, England",54.0,-2.0,0.499238248985,0.65928,0.773472,0.0047404341328,0.598152,0.074103,0.602144,0.628776,0,0.057203,-10.853,1,0.035982,82.226,4,0.573
melissawilson32,23,"Four Seasons: Spring 1st Mvt., The",Antonio Vivaldi,192.0,2009,0.64000,0.64,Vivaldi,2009,Stuttgart Germany,48.7666667,9.1833333,0.431571318007,0.218551,0.450854,0.0,0.0,0.795161,0.492315,0.117554,4,0.16168,-17.345,1,0.037672,106.543,4,0.26156
melissawilson32,24,Fur Elise,Ludwig van Beethoven,148.0,1987,0.64000,0.64,Great Composers - Beethoven,2008,"Bonn, North Rhine-Westphalia, DE",50.7323,7.10169,0.368204725597,0.685355,0.599029,0.0294767620178,0.486986,0.994282,0.387562,0.083749,5,0.095757,-26.882,1,0.057608,130.775,3,0.107405
melissawilson32,25,Purple Rain,Prince & The Revolution,522.293,1984,0.57000,0.68,Ultimate,2006,"Minneapolis, MN, US",44.979,-93.2649,0.469810148694,0.516563,0.578052,0.0,0.516336,0.230377,0.441801,0.265107,10,0.318771,-16.735,1,0.031873,114.257,4,0.325134
melissawilson32,26,Madness,Muse,279.693,2012,0.83000,0.83,The 2nd Law,2012,"Teignmouth, England, GB",50.5532,-3.49874,0.405854412412,0.801054,0.861714,0.0261137880121,0.666613,0.143937,0.489647,0.452238,10,0.295629,-6.285,1,0.06269,180.287,4,0.218959
melissawilson32,27,Sing For Absolution,Muse,294.866,2003,0.60000,0.6,Absolution,2003,"Teignmouth, England, GB",50.5532,-3.49874,0.405854412412,0.801054,0.861714,0.00451415601491,0.375186,0.128147,0.433935,0.76066,5,0.096395,-7.134,1,0.037254,170.111,4,0.227453
melissawilson32,28,Undisclosed Desires,Muse,236.053,2009,0.74000,0.74,The Resistance,2009,"Teignmouth, England, GB",50.5532,-3.49874,0.405854412412,0.801054,0.861714,0.0113070903462,0.566361,0.009315,0.600974,0.956582,3,0.195584,-5.222,1,0.046803,127.979,4,0.39177
melissawilson32,29,17,Kings Of Leon,185.373,2008,0.53000,0.63,Only By The Night,2008,"Nashville, TN, US",36.1678,-86.7784,0.424466860066,0.78344,0.859201,0.00865273079138,0.381431,0.012489,0.412643,0.867646,7,0.243946,-3.747,1,0.047494,120.783,4,0.592658
melissawilson32,30,Closer,Kings Of Leon,237.48,2008,0.61000,0.75,Only By The Night,2008,"Nashville, TN, US",36.1678,-86.7784,0.424466860066,0.78344,0.859201,0.056793992374,0.558075,0.527717,0.53167,0.436627,4,0.211417,-14.114,1,0.031016,106.274,5,0.252819
melissawilson32,31,The Scientist,Róisín,294.64,2012,0.42000,0.42,Celtic Cold Play,2012,,,,0.403429690833,0.288496,0.421455,0.0,0.164334,0.984718,0.595925,0.031024,9,0.076828,-22.347,1,0.033627,73.246,4,0.220679
melissawilson32,32,Light Me Up,Birdy,255.506,2013,0.72000,0.72,Fire Within,2013,"Lymington, England, GB",50.7583,-1.54859,0.679165269455,0.556083,0.886577,0.129543000835,0.504024,0.432287,0.722023,0.679194,7,0.079222,-6.578,1,0.053289,97.838,4,0.32794
melissawilson32,33,I'm Yours,Jason Mraz,243.026,2008,0.79000,0.79,We Sing. We Dance. We Steal Things.,2008,"Mechanicsville, VA, US",37.6127,-77.3784,0.412602209248,0.756642,0.78133,0.0115339018959,0.672939,0.617577,0.681785,0.432843,11,0.138486,-8.782,1,0.056521,151.006,4,0.748758
melissawilson32,34,Spectrum (Say My Name) - Calvin Harris Remix Radio Edit,Florence + The Machine,218.19,2012,0.77000,0.77,Spectrum (Say My Name) EP,2012,"London, England, GB",51.5063,-0.12714,0.522320557618,0.67637,0.835296,0.0,0.416183,0.038018,0.571943,0.888164,11,0.477578,-6.348,0,0.074966,128.194,4,0.509393
melissawilson32,35,Chasing Cars,Snow Patrol,266.346,2006,0.78000,0.78,Chasing Cars,2006,"Dundee, Scotland, GB",56.4614,-2.96761,0.4354320583,0.732034,0.779638,0.0,0.661262,0.046532,0.526663,0.27922,9,0.110467,-16.961,1,0.0303,104.049,4,0.11628
melissawilson32,36,Somebody Told Me,The Killers,197.16,2004,0.76000,0.76,Hot Fuss,2004,"Las Vegas, NV, US",36.1719,-115.14,0.421014790298,0.791338,0.870285,0.0,0.152033,0.000179,0.363764,0.640222,10,0.987133,-17.705,0,0.05474,138.686,4,0.609927
melissawilson32,37,Exogenesis: Symphony Part 1 [Overture],Muse,258.44,2009,0.58000,0.58,The Resistance,2009,"Teignmouth, England, GB",50.5532,-3.49874,0.405854412412,0.801054,0.861714,0.00648421833682,0.322902,0.0076,0.238492,0.470249,5,0.171417,-9.129,1,0.03659,120.972,3,0.046118
melissawilson32,38,Exogenesis: Symphony Part 2 [Cross-pollination],Muse,236.16,2009,0.57000,0.57,The Resistance,2009,"Teignmouth, England, GB",50.5532,-3.49874,0.405854412412,0.801054,0.861714,0.00615728003468,0.305583,0.17163,0.188723,0.392316,0,0.139714,-8.79,0,0.044091,155.38,4,0.037828
melissawilson32,39,Exogenesis: Symphony Part 3 [Redemption],Muse,277.026,2009,0.59000,0.59,The Resistance,2009,"Teignmouth, England, GB",50.5532,-3.49874,0.405854412412,0.801054,0.861714,0.00589136522703,0.392248,0.251277,0.081799,0.220439,7,0.079685,-11.424,1,0.037467,176.713,5,0.049072
carljwood,0,Chamakay,Blood Orange,260.266,2013,0.70000,0.7,Cupid Deluxe,2013,"Brooklyn, New York, NY, US",40.6551,-73.9489,0.569666785832,0.565592,0.75462,0.139368622119,0.544681,0.081735,0.760259,0.62452,11,0.089902,-8.169,1,0.046843,110.013,4,0.327281
carljwood,1,Manhattan,Gallant,222.089,2013,0.46000,0.46,Manhattan,2013,"Brisbane,Queensland,Australia",-27.46888,153.022827,0.44575556344,0.364955,0.465672,0.0571706493001,0.253035,0.567132,0.221146,0.578853,7,0.065165,-10.34,1,0.041433,103.407,3,0.140722
carljwood,2,Heavy Touch,Trophy Wife,256.493,2013,0.34000,0.34,Trophy Wife,2013,"Hilton Head Island, SC, US",32.1548,-80.7622,0.497194422847,0.441145,0.549602,0.0333269173991,0.255637,0.001598,0.359174,0.641792,8,0.127418,-7.983,0,0.03157,104.974,4,0.314444
carljwood,3,Bambi,Tokyo Police Club,166.144,2010,0.41000,0.58,Champ,2010,"Newmarket, Ontario, CA",44.0402,-79.4586,0.462459517964,0.611528,0.65945,0.0272671079404,0.439638,0.002535,0.619472,0.865323,1,0.153254,-7.065,0,0.037625,139.997,4,0.774131
carljwood,4,Chain My Name,POLIÇA,247.64,2013,0.61000,0.61,Shulamith,2013,"Minneapolis, MN, US",44.979,-93.2649,0.495985997229,0.451001,0.555821,0.274644373032,0.513211,0.010597,0.613767,0.955118,0,0.194687,-5.298,1,0.031272,134.016,4,0.944015
carljwood,5,Neptune,Lemonade,242.653,2012,0.30000,0.6,Diver,2012,"San Francisco, CA, US",37.7796,-122.42,0.439178321927,0.523985,0.546294,0.0522519114628,0.329148,0.00048,0.500002,0.681899,6,0.0778,-7.524,1,0.029105,169.957,4,0.447776
